student_id,name,week,lecture_present,lecture_total,practical_present,practical_total,assignments_submitted,assignments_total,internal_marks,external_marks,practical_marks
1021,Student Year1_B1 1,3,6,10,1,5,1,1,13,48,17
1022,Student Year1_B1 2,3,3,10,4,5,1,1,20,30,17
1023,Student Year1_B1 3,3,10,10,2,5,1,1,18,30,16
1024,Student Year1_B1 4,3,8,10,3,5,0,1,16,56,21
1025,Student Year1_B1 5,3,8,10,5,5,0,1,15,45,11
1026,Student Year1_B1 6,3,6,10,4,5,0,1,11,62,14
1027,Student Year1_B1 7,3,3,10,2,5,0,1,10,68,14
1028,Student Year1_B1 8,3,7,10,5,5,0,1,19,58,11
1029,Student Year1_B1 9,3,4,10,5,5,0,1,11,44,16
1030,Student Year1_B1 10,3,9,10,1,5,0,1,12,71,25
1031,Student Year1_B1 11,3,7,10,4,5,0,1,13,44,24
1032,Student Year1_B1 12,3,5,10,2,5,1,1,11,35,24
1033,Student Year1_B1 13,3,10,10,2,5,1,1,13,34,13
1034,Student Year1_B1 14,3,3,10,5,5,1,1,12,72,19
1035,Student Year1_B1 15,3,5,10,5,5,1,1,14,48,18
1036,Student Year1_B1 16,3,6,10,3,5,1,1,11,73,24
1037,Student Year1_B1 17,3,4,10,4,5,0,1,15,73,17
1038,Student Year1_B1 18,3,5,10,4,5,0,1,15,40,19
1039,Student Year1_B1 19,3,7,10,3,5,0,1,16,63,17
1040,Student Year1_B1 20,3,9,10,4,5,0,1,16,38,22
