student_id,name,week,lecture_present,lecture_total,practical_present,practical_total,assignments_submitted,assignments_total,internal_marks,external_marks,practical_marks
1021,Student Year1_B1 1,3,9,10,3,5,1,1,12,39,15
1022,Student Year1_B1 2,3,3,10,4,5,1,1,13,74,25
1023,Student Year1_B1 3,3,4,10,5,5,1,1,13,72,17
1024,Student Year1_B1 4,3,9,10,3,5,0,1,16,42,12
1025,Student Year1_B1 5,3,5,10,2,5,1,1,16,33,13
1026,Student Year1_B1 6,3,6,10,2,5,1,1,17,53,21
1027,Student Year1_B1 7,3,8,10,1,5,0,1,12,63,16
1028,Student Year1_B1 8,3,3,10,5,5,0,1,14,36,25
1029,Student Year1_B1 9,3,5,10,2,5,1,1,17,70,23
1030,Student Year1_B1 10,3,10,10,3,5,1,1,17,38,20
1031,Student Year1_B1 11,3,4,10,2,5,0,1,19,61,14
1032,Student Year1_B1 12,3,9,10,4,5,0,1,15,70,24
1033,Student Year1_B1 13,3,6,10,5,5,0,1,10,70,12
1034,Student Year1_B1 14,3,6,10,4,5,1,1,19,58,13
1035,Student Year1_B1 15,3,5,10,3,5,1,1,17,65,20
1036,Student Year1_B1 16,3,3,10,4,5,1,1,10,54,22
1037,Student Year1_B1 17,3,5,10,5,5,0,1,14,33,22
1038,Student Year1_B1 18,3,9,10,5,5,1,1,15,75,11
1039,Student Year1_B1 19,3,3,10,5,5,1,1,12,56,15
1040,Student Year1_B1 20,3,9,10,5,5,0,1,18,73,10
