student_id,name,week,lecture_present,lecture_total,practical_present,practical_total,assignments_submitted,assignments_total,internal_marks,external_marks,practical_marks
1021,Student Year1_B1 1,2,8,10,1,5,0,1,18,61,17
1022,Student Year1_B1 2,2,4,10,2,5,0,1,19,72,16
1023,Student Year1_B1 3,2,5,10,2,5,0,1,10,40,25
1024,Student Year1_B1 4,2,7,10,5,5,1,1,17,62,16
1025,Student Year1_B1 5,2,7,10,2,5,1,1,17,50,11
1026,Student Year1_B1 6,2,6,10,2,5,0,1,11,40,19
1027,Student Year1_B1 7,2,9,10,3,5,1,1,15,74,13
1028,Student Year1_B1 8,2,6,10,3,5,0,1,16,64,21
1029,Student Year1_B1 9,2,9,10,4,5,1,1,15,37,19
1030,Student Year1_B1 10,2,5,10,1,5,1,1,20,58,22
1031,Student Year1_B1 11,2,6,10,1,5,0,1,13,38,19
1032,Student Year1_B1 12,2,4,10,4,5,1,1,20,33,24
1033,Student Year1_B1 13,2,10,10,5,5,0,1,18,56,24
1034,Student Year1_B1 14,2,7,10,2,5,0,1,18,50,21
1035,Student Year1_B1 15,2,3,10,4,5,0,1,10,54,23
1036,Student Year1_B1 16,2,9,10,1,5,1,1,15,75,12
1037,Student Year1_B1 17,2,7,10,2,5,1,1,13,50,14
1038,Student Year1_B1 18,2,4,10,2,5,0,1,15,40,18
1039,Student Year1_B1 19,2,3,10,4,5,0,1,14,39,19
1040,Student Year1_B1 20,2,3,10,1,5,1,1,20,72,17
