student_id,name,week,lecture_present,lecture_total,practical_present,practical_total,assignments_submitted,assignments_total,internal_marks,external_marks,practical_marks
1021,Student Year1_B1 1,1,10,10,1,5,0,1,12,41,13
1022,Student Year1_B1 2,1,8,10,3,5,1,1,10,45,13
1023,Student Year1_B1 3,1,4,10,1,5,1,1,12,67,21
1024,Student Year1_B1 4,1,8,10,5,5,1,1,19,71,16
1025,Student Year1_B1 5,1,5,10,3,5,0,1,14,54,19
1026,Student Year1_B1 6,1,6,10,5,5,0,1,14,67,16
1027,Student Year1_B1 7,1,10,10,2,5,0,1,19,42,24
1028,Student Year1_B1 8,1,9,10,1,5,0,1,19,61,15
1029,Student Year1_B1 9,1,3,10,4,5,1,1,15,36,13
1030,Student Year1_B1 10,1,5,10,1,5,0,1,19,39,15
1031,Student Year1_B1 11,1,6,10,3,5,0,1,20,60,12
1032,Student Year1_B1 12,1,4,10,4,5,1,1,14,42,20
1033,Student Year1_B1 13,1,4,10,2,5,0,1,19,69,17
1034,Student Year1_B1 14,1,3,10,5,5,1,1,16,67,12
1035,Student Year1_B1 15,1,4,10,2,5,1,1,18,38,13
1036,Student Year1_B1 16,1,4,10,5,5,0,1,13,60,13
1037,Student Year1_B1 17,1,8,10,5,5,1,1,18,47,10
1038,Student Year1_B1 18,1,9,10,5,5,1,1,17,39,16
1039,Student Year1_B1 19,1,3,10,1,5,1,1,20,42,15
1040,Student Year1_B1 20,1,7,10,5,5,0,1,15,39,13
