student_id,name,week,lecture_present,lecture_total,practical_present,practical_total,assignments_submitted,assignments_total,internal_marks,external_marks,practical_marks
1021,Student Year1_B1 1,1,4,10,4,5,1,1,16,49,12
1022,Student Year1_B1 2,1,8,10,4,5,1,1,13,73,10
1023,Student Year1_B1 3,1,10,10,5,5,0,1,13,41,20
1024,Student Year1_B1 4,1,3,10,3,5,0,1,18,58,24
1025,Student Year1_B1 5,1,9,10,3,5,0,1,12,63,22
1026,Student Year1_B1 6,1,8,10,2,5,1,1,20,58,17
1027,Student Year1_B1 7,1,4,10,4,5,1,1,17,33,15
1028,Student Year1_B1 8,1,3,10,2,5,1,1,16,57,11
1029,Student Year1_B1 9,1,3,10,4,5,1,1,11,61,14
1030,Student Year1_B1 10,1,5,10,2,5,1,1,20,40,14
1031,Student Year1_B1 11,1,5,10,1,5,1,1,15,34,12
1032,Student Year1_B1 12,1,5,10,3,5,1,1,17,73,18
1033,Student Year1_B1 13,1,3,10,3,5,1,1,14,40,11
1034,Student Year1_B1 14,1,9,10,2,5,1,1,14,75,19
1035,Student Year1_B1 15,1,8,10,4,5,0,1,17,43,14
1036,Student Year1_B1 16,1,6,10,2,5,0,1,19,65,23
1037,Student Year1_B1 17,1,5,10,4,5,1,1,19,50,24
1038,Student Year1_B1 18,1,7,10,5,5,1,1,17,37,11
1039,Student Year1_B1 19,1,7,10,1,5,0,1,17,58,13
1040,Student Year1_B1 20,1,6,10,5,5,1,1,20,55,16
