student_id,name,week,lecture_present,lecture_total,practical_present,practical_total,assignments_submitted,assignments_total,internal_marks,external_marks,practical_marks
1021,Student Year1_B1 1,1,8,10,4,5,1,1,17,52,25
1022,Student Year1_B1 2,1,8,10,5,5,0,1,19,57,21
1023,Student Year1_B1 3,1,9,10,4,5,0,1,15,50,13
1024,Student Year1_B1 4,1,8,10,1,5,1,1,14,39,12
1025,Student Year1_B1 5,1,4,10,3,5,1,1,10,32,22
1026,Student Year1_B1 6,1,6,10,5,5,0,1,13,55,13
1027,Student Year1_B1 7,1,10,10,1,5,0,1,11,43,15
1028,Student Year1_B1 8,1,6,10,2,5,0,1,12,66,18
1029,Student Year1_B1 9,1,4,10,5,5,0,1,19,36,25
1030,Student Year1_B1 10,1,7,10,5,5,1,1,13,60,12
1031,Student Year1_B1 11,1,8,10,3,5,0,1,19,68,22
1032,Student Year1_B1 12,1,7,10,1,5,1,1,14,37,10
1033,Student Year1_B1 13,1,6,10,2,5,0,1,15,38,23
1034,Student Year1_B1 14,1,4,10,5,5,1,1,14,66,12
1035,Student Year1_B1 15,1,7,10,2,5,0,1,11,64,18
1036,Student Year1_B1 16,1,4,10,3,5,0,1,17,49,19
1037,Student Year1_B1 17,1,4,10,4,5,1,1,19,66,15
1038,Student Year1_B1 18,1,3,10,2,5,0,1,12,70,20
1039,Student Year1_B1 19,1,10,10,1,5,0,1,14,67,17
1040,Student Year1_B1 20,1,8,10,3,5,1,1,13,38,25
