student_id,name,week,lecture_present,lecture_total,practical_present,practical_total,assignments_submitted,assignments_total,internal_marks,external_marks,practical_marks
1021,Student Year1_B1 1,1,8,10,3,5,1,1,17,56,19
1022,Student Year1_B1 2,1,3,10,2,5,1,1,12,44,18
1023,Student Year1_B1 3,1,5,10,4,5,0,1,18,30,24
1024,Student Year1_B1 4,1,5,10,5,5,1,1,20,46,25
1025,Student Year1_B1 5,1,7,10,2,5,1,1,11,35,12
1026,Student Year1_B1 6,1,6,10,4,5,0,1,18,46,19
1027,Student Year1_B1 7,1,8,10,2,5,1,1,20,55,13
1028,Student Year1_B1 8,1,5,10,1,5,1,1,16,66,25
1029,Student Year1_B1 9,1,3,10,2,5,0,1,10,66,20
1030,Student Year1_B1 10,1,5,10,5,5,1,1,14,57,13
1031,Student Year1_B1 11,1,4,10,2,5,1,1,19,56,12
1032,Student Year1_B1 12,1,9,10,3,5,0,1,19,60,22
1033,Student Year1_B1 13,1,4,10,5,5,1,1,19,61,18
1034,Student Year1_B1 14,1,5,10,2,5,1,1,11,46,18
1035,Student Year1_B1 15,1,8,10,2,5,1,1,16,67,16
1036,Student Year1_B1 16,1,8,10,2,5,0,1,10,74,16
1037,Student Year1_B1 17,1,8,10,4,5,0,1,14,66,13
1038,Student Year1_B1 18,1,9,10,5,5,0,1,14,66,16
1039,Student Year1_B1 19,1,8,10,2,5,1,1,15,74,25
1040,Student Year1_B1 20,1,5,10,4,5,1,1,16,69,19
