student_id,name,week,lecture_present,lecture_total,practical_present,practical_total,assignments_submitted,assignments_total,internal_marks,external_marks,practical_marks
1001,Student Year1_A1 1,3,10,10,2,5,1,1,14,49,15
1002,Student Year1_A1 2,3,6,10,4,5,1,1,13,41,14
1003,Student Year1_A1 3,3,6,10,3,5,1,1,10,75,20
1004,Student Year1_A1 4,3,10,10,3,5,0,1,18,55,19
1005,Student Year1_A1 5,3,9,10,2,5,1,1,17,50,15
1006,Student Year1_A1 6,3,7,10,5,5,0,1,10,37,10
1007,Student Year1_A1 7,3,10,10,1,5,0,1,14,73,24
1008,Student Year1_A1 8,3,6,10,5,5,0,1,20,70,20
1009,Student Year1_A1 9,3,4,10,3,5,1,1,13,52,24
1010,Student Year1_A1 10,3,6,10,3,5,0,1,12,50,17
1011,Student Year1_A1 11,3,10,10,4,5,1,1,18,73,22
1012,Student Year1_A1 12,3,5,10,5,5,1,1,20,51,11
1013,Student Year1_A1 13,3,4,10,1,5,1,1,17,51,18
1014,Student Year1_A1 14,3,7,10,2,5,1,1,19,43,22
1015,Student Year1_A1 15,3,6,10,2,5,0,1,15,44,25
1016,Student Year1_A1 16,3,7,10,1,5,0,1,18,43,19
1017,Student Year1_A1 17,3,4,10,2,5,1,1,10,70,19
1018,Student Year1_A1 18,3,5,10,2,5,1,1,16,43,10
1019,Student Year1_A1 19,3,8,10,4,5,0,1,12,56,19
1020,Student Year1_A1 20,3,10,10,3,5,0,1,13,53,14
