student_id,name,week,lecture_present,lecture_total,practical_present,practical_total,assignments_submitted,assignments_total,internal_marks,external_marks,practical_marks
1001,Student Year1_A1 1,1,10,10,3,5,0,1,17,71,20
1002,Student Year1_A1 2,1,4,10,1,5,1,1,11,40,12
1003,Student Year1_A1 3,1,8,10,4,5,1,1,13,32,14
1004,Student Year1_A1 4,1,5,10,3,5,0,1,16,53,23
1005,Student Year1_A1 5,1,9,10,2,5,1,1,17,45,10
1006,Student Year1_A1 6,1,5,10,5,5,1,1,17,39,24
1007,Student Year1_A1 7,1,3,10,2,5,1,1,17,46,20
1008,Student Year1_A1 8,1,4,10,2,5,0,1,19,31,16
1009,Student Year1_A1 9,1,6,10,4,5,1,1,10,66,19
1010,Student Year1_A1 10,1,3,10,5,5,1,1,13,61,20
1011,Student Year1_A1 11,1,6,10,1,5,1,1,16,49,15
1012,Student Year1_A1 12,1,10,10,1,5,1,1,17,41,23
1013,Student Year1_A1 13,1,5,10,3,5,0,1,18,63,14
1014,Student Year1_A1 14,1,9,10,3,5,1,1,19,47,20
1015,Student Year1_A1 15,1,9,10,5,5,1,1,16,72,25
1016,Student Year1_A1 16,1,8,10,3,5,0,1,10,72,21
1017,Student Year1_A1 17,1,3,10,1,5,1,1,18,61,17
1018,Student Year1_A1 18,1,9,10,5,5,1,1,12,62,25
1019,Student Year1_A1 19,1,5,10,1,5,0,1,13,34,19
1020,Student Year1_A1 20,1,9,10,5,5,0,1,17,55,12
