student_id,name,week,lecture_present,lecture_total,practical_present,practical_total,assignments_submitted,assignments_total,internal_marks,external_marks,practical_marks
1001,Student Year1_A1 1,3,4,10,1,5,1,1,15,49,25
1002,Student Year1_A1 2,3,10,10,4,5,0,1,10,56,14
1003,Student Year1_A1 3,3,10,10,4,5,1,1,19,68,22
1004,Student Year1_A1 4,3,7,10,4,5,0,1,16,53,21
1005,Student Year1_A1 5,3,6,10,2,5,0,1,20,63,17
1006,Student Year1_A1 6,3,7,10,3,5,0,1,18,51,17
1007,Student Year1_A1 7,3,7,10,1,5,0,1,20,68,15
1008,Student Year1_A1 8,3,4,10,1,5,1,1,14,64,24
1009,Student Year1_A1 9,3,9,10,1,5,0,1,14,47,10
1010,Student Year1_A1 10,3,3,10,5,5,0,1,12,32,23
1011,Student Year1_A1 11,3,9,10,5,5,1,1,19,37,21
1012,Student Year1_A1 12,3,9,10,4,5,1,1,10,61,11
1013,Student Year1_A1 13,3,6,10,5,5,1,1,14,31,12
1014,Student Year1_A1 14,3,5,10,5,5,0,1,14,49,12
1015,Student Year1_A1 15,3,3,10,3,5,1,1,14,39,12
1016,Student Year1_A1 16,3,4,10,3,5,1,1,11,58,22
1017,Student Year1_A1 17,3,3,10,3,5,0,1,15,45,22
1018,Student Year1_A1 18,3,4,10,1,5,1,1,12,64,16
1019,Student Year1_A1 19,3,10,10,3,5,1,1,16,58,11
1020,Student Year1_A1 20,3,3,10,2,5,1,1,10,51,19
