student_id,name,week,lecture_present,lecture_total,practical_present,practical_total,assignments_submitted,assignments_total,internal_marks,external_marks,practical_marks
1001,Student Year1_A1 1,2,10,10,3,5,0,1,19,69,22
1002,Student Year1_A1 2,2,9,10,5,5,1,1,11,59,18
1003,Student Year1_A1 3,2,6,10,1,5,1,1,16,44,15
1004,Student Year1_A1 4,2,4,10,3,5,0,1,18,41,18
1005,Student Year1_A1 5,2,10,10,4,5,0,1,18,36,22
1006,Student Year1_A1 6,2,4,10,4,5,1,1,11,43,11
1007,Student Year1_A1 7,2,9,10,3,5,0,1,12,69,13
1008,Student Year1_A1 8,2,4,10,4,5,0,1,20,33,20
1009,Student Year1_A1 9,2,5,10,2,5,0,1,20,58,18
1010,Student Year1_A1 10,2,6,10,5,5,1,1,18,61,20
1011,Student Year1_A1 11,2,9,10,2,5,1,1,13,73,25
1012,Student Year1_A1 12,2,9,10,4,5,0,1,12,31,22
1013,Student Year1_A1 13,2,4,10,1,5,1,1,19,65,15
1014,Student Year1_A1 14,2,4,10,5,5,1,1,15,55,17
1015,Student Year1_A1 15,2,8,10,1,5,0,1,14,57,22
1016,Student Year1_A1 16,2,4,10,5,5,0,1,19,51,16
1017,Student Year1_A1 17,2,10,10,1,5,0,1,18,37,10
1018,Student Year1_A1 18,2,10,10,4,5,0,1,16,42,25
1019,Student Year1_A1 19,2,9,10,3,5,0,1,20,60,10
1020,Student Year1_A1 20,2,10,10,4,5,1,1,11,72,20
