student_id,name,week,lecture_present,lecture_total,practical_present,practical_total,assignments_submitted,assignments_total,internal_marks,external_marks,practical_marks
1001,Student Year1_A1 1,1,5,10,5,5,0,1,15,56,10
1002,Student Year1_A1 2,1,7,10,2,5,0,1,15,35,14
1003,Student Year1_A1 3,1,10,10,4,5,0,1,10,31,19
1004,Student Year1_A1 4,1,9,10,4,5,1,1,13,63,16
1005,Student Year1_A1 5,1,6,10,1,5,1,1,14,57,12
1006,Student Year1_A1 6,1,7,10,5,5,0,1,15,47,23
1007,Student Year1_A1 7,1,5,10,5,5,1,1,14,31,17
1008,Student Year1_A1 8,1,4,10,4,5,1,1,13,52,10
1009,Student Year1_A1 9,1,10,10,5,5,0,1,12,60,19
1010,Student Year1_A1 10,1,3,10,1,5,0,1,11,32,16
1011,Student Year1_A1 11,1,4,10,1,5,0,1,16,47,20
1012,Student Year1_A1 12,1,5,10,4,5,0,1,12,46,24
1013,Student Year1_A1 13,1,4,10,4,5,0,1,17,40,20
1014,Student Year1_A1 14,1,9,10,3,5,0,1,18,67,13
1015,Student Year1_A1 15,1,3,10,1,5,0,1,19,36,10
1016,Student Year1_A1 16,1,3,10,1,5,1,1,14,55,22
1017,Student Year1_A1 17,1,9,10,3,5,0,1,15,57,16
1018,Student Year1_A1 18,1,3,10,4,5,1,1,16,52,23
1019,Student Year1_A1 19,1,7,10,4,5,1,1,12,53,11
1020,Student Year1_A1 20,1,4,10,1,5,0,1,10,59,10
