student_id,name,week,lecture_present,lecture_total,practical_present,practical_total,assignments_submitted,assignments_total,internal_marks,external_marks,practical_marks
1001,Student Year1_A1 1,1,3,10,3,5,0,1,16,69,22
1002,Student Year1_A1 2,1,5,10,3,5,1,1,11,49,12
1003,Student Year1_A1 3,1,8,10,2,5,1,1,11,57,21
1004,Student Year1_A1 4,1,4,10,2,5,1,1,19,62,12
1005,Student Year1_A1 5,1,6,10,2,5,0,1,20,71,20
1006,Student Year1_A1 6,1,6,10,5,5,0,1,12,45,24
1007,Student Year1_A1 7,1,10,10,3,5,0,1,17,46,12
1008,Student Year1_A1 8,1,4,10,4,5,0,1,10,47,14
1009,Student Year1_A1 9,1,4,10,1,5,1,1,19,41,12
1010,Student Year1_A1 10,1,5,10,3,5,1,1,19,35,17
1011,Student Year1_A1 11,1,6,10,4,5,1,1,19,51,16
1012,Student Year1_A1 12,1,9,10,1,5,1,1,14,34,18
1013,Student Year1_A1 13,1,5,10,3,5,1,1,19,60,10
1014,Student Year1_A1 14,1,6,10,4,5,0,1,17,40,15
1015,Student Year1_A1 15,1,8,10,2,5,1,1,16,45,15
1016,Student Year1_A1 16,1,9,10,4,5,1,1,19,34,15
1017,Student Year1_A1 17,1,3,10,4,5,1,1,17,54,14
1018,Student Year1_A1 18,1,8,10,3,5,1,1,15,66,16
1019,Student Year1_A1 19,1,9,10,3,5,0,1,17,56,17
1020,Student Year1_A1 20,1,6,10,5,5,0,1,13,49,17
